# Input	DiseaseName	DiseaseID	GeneSymbol	GeneID	DiseaseCategories	DiseaseCategories	DirectEvidence	OmimIDs	PubMedIDs
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	COQ9	57017	Digestive system disease	Digestive system disease	marker/mechanism		25231249
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	CP	1356	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	CPS1	1373	Digestive system disease	Digestive system disease	marker/mechanism		25231249
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	CRP	1401	Digestive system disease	Digestive system disease	marker/mechanism		25231249
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	CSF3	1440	Digestive system disease	Digestive system disease	therapeutic		20005281
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	CTNNB1	1499	Digestive system disease	Digestive system disease	therapeutic		19679878
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	CTSE	1510	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	CXCL1	2919	Digestive system disease	Digestive system disease	marker/mechanism		16118408
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	CXCL10	3627	Digestive system disease	Digestive system disease	therapeutic		11739529
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	CYP1A2	1544	Digestive system disease	Digestive system disease	marker/mechanism		28762043
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	CYP2A5	13087	Digestive system disease	Digestive system disease	therapeutic		23628428
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	CYP2A6	1548	Digestive system disease	Digestive system disease	marker/mechanism		21741958
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	CYP2B6	1555	Digestive system disease	Digestive system disease	marker/mechanism		28762043
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	CYP2C11	29277	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	CYP2C19	1557	Digestive system disease	Digestive system disease	marker/mechanism		12963435|28762043
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	CYP2C9	1559	Digestive system disease	Digestive system disease	marker/mechanism		14971821|21741958|28762043
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	CYP2E1	1571	Digestive system disease	Digestive system disease	marker/mechanism		12668988|16770646|21741958|28762043
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	CYP2K18	393484	Digestive system disease	Digestive system disease	marker/mechanism		28069987
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	CYP3A23/3A1	25642	Digestive system disease	Digestive system disease	marker/mechanism		20623750
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	CYP3A4	1576	Digestive system disease	Digestive system disease	marker/mechanism		28762043
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	CYP4A3	298423	Digestive system disease	Digestive system disease	marker/mechanism		25231249
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	CYP8B1	1582	Digestive system disease	Digestive system disease	marker/mechanism		25448281
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	DBT	1629	Digestive system disease	Digestive system disease	marker/mechanism		25231249
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	DDB1	1642	Digestive system disease	Digestive system disease	marker/mechanism		25231249
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	DGAT2	84649	Digestive system disease	Digestive system disease	marker/mechanism		17984051
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	DHFR	1719	Digestive system disease	Digestive system disease	marker/mechanism		19648163
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	DHRS7	51635	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	DLAT	1737	Digestive system disease	Digestive system disease	marker/mechanism		25231249
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	DNAJB9	4189	Digestive system disease	Digestive system disease	marker/mechanism		26881866
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	DNAJC12	56521	Digestive system disease	Digestive system disease	marker/mechanism		26881866
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	DSC2	1824	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	E2F1	1869	Digestive system disease	Digestive system disease	marker/mechanism		30515189
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	ECHDC1	55862	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	ECHS1	1892	Digestive system disease	Digestive system disease	marker/mechanism		25231249
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	EDEM1	9695	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	EIF2AK1	27102	Digestive system disease	Digestive system disease	marker/mechanism		25411909
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	EIF4EBP2	1979	Digestive system disease	Digestive system disease	marker/mechanism		25231249
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	ENO1	2023	Digestive system disease	Digestive system disease	marker/mechanism		16099942|25231249
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	EPHX1	2052	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	ERLEC1	27248	Digestive system disease	Digestive system disease	marker/mechanism		26881866
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	ERN1	2081	Digestive system disease	Digestive system disease	marker/mechanism		30538632
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	F2RL3	9002	Digestive system disease	Digestive system disease	marker/mechanism		20974703
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	F3	2152	Digestive system disease	Digestive system disease	marker/mechanism		22407844
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	FADS1	3992	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	FADS2	9415	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	FASN	2194	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	FCMR	9214	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	FGA	2243	Digestive system disease	Digestive system disease	marker/mechanism		20974703
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	FLT1	2321	Digestive system disease	Digestive system disease	therapeutic		21135413
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	FMO3	2328	Digestive system disease	Digestive system disease	therapeutic		24973094
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	FTL1	14325	Digestive system disease	Digestive system disease	marker/mechanism		25231249
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	GADD45A	1647	Digestive system disease	Digestive system disease	marker/mechanism		20623750
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	GANAB	23193	Digestive system disease	Digestive system disease	marker/mechanism		25231249
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	GC	2638	Digestive system disease	Digestive system disease	marker/mechanism		16099942
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	GCLC	2729	Digestive system disease	Digestive system disease	marker/mechanism		19481141
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	GCLM	2730	Digestive system disease	Digestive system disease	marker/mechanism		25231249
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	GDA	9615	Digestive system disease	Digestive system disease	marker/mechanism		25231249
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	GDI1	2664	Digestive system disease	Digestive system disease	marker/mechanism		25231249
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	GGH	8836	Digestive system disease	Digestive system disease	marker/mechanism		21219404
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	GOT1	2805	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	GPD1	2819	Digestive system disease	Digestive system disease	marker/mechanism		25231249
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	GPT	2875	Digestive system disease	Digestive system disease	marker/mechanism		145039|19481104
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	GRK4	2868	Digestive system disease	Digestive system disease	marker/mechanism		25231249
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	GSN	2934	Digestive system disease	Digestive system disease	marker/mechanism		16099942
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	GSR	2936	Digestive system disease	Digestive system disease	marker/mechanism		25226513|28069987
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	GSTA4	2941	Digestive system disease	Digestive system disease	marker/mechanism		25231249
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	GSTM1	2944	Digestive system disease	Digestive system disease	marker/mechanism		17465707|18666253
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	GSTM2	2946	Digestive system disease	Digestive system disease	marker/mechanism		20623750
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	GSTM3	2947	Digestive system disease	Digestive system disease	therapeutic		25743375
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	GSTM4	2948	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	GSTO1	9446	Digestive system disease	Digestive system disease	marker/mechanism		25231249
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	GSTP1	2950	Digestive system disease	Digestive system disease	marker/mechanism		20623750|25226513
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	GSTT1	2952	Digestive system disease	Digestive system disease	marker/mechanism		18397238|18666253|25226513
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	GSTT1B	393556	Digestive system disease	Digestive system disease	marker/mechanism		28069987
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	GULO	268756	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	H19	283120	Digestive system disease	Digestive system disease	marker/mechanism		30515189
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	HACL1	26061	Digestive system disease	Digestive system disease	marker/mechanism		26881866
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	HADHA	3030	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	HAO2	51179	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	HAVCR1	26762	Digestive system disease	Digestive system disease	marker/mechanism		20623750
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	HBA-A1	15122	Digestive system disease	Digestive system disease	marker/mechanism		25226513
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	HLA-A	3105	Digestive system disease	Digestive system disease	marker/mechanism		21570397|28043905
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	HLA-B	3106	Digestive system disease	Digestive system disease	marker/mechanism		19483685
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	HLA-DQB1	3119	Digestive system disease	Digestive system disease	marker/mechanism		21570397
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	HLA-DRB1	3123	Digestive system disease	Digestive system disease	marker/mechanism		21570397
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	HMGB1	3146	Digestive system disease	Digestive system disease	marker/mechanism		19783637
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	HMOX1	3162	Digestive system disease	Digestive system disease	marker/mechanism|therapeutic		18227147|22688006
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	HPD	3242	Digestive system disease	Digestive system disease	marker/mechanism		16099942|22872058
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	HPRT	15452	Digestive system disease	Digestive system disease	marker/mechanism		25231249
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	HPX	3263	Digestive system disease	Digestive system disease	marker/mechanism		16099942
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	HRH2	3274	Digestive system disease	Digestive system disease	marker/mechanism		22926047
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	HSPA5	3309	Digestive system disease	Digestive system disease	marker/mechanism		25231249
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	IFNA2	3440	Digestive system disease	Digestive system disease	marker/mechanism		1670585
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	IFNG	3458	Digestive system disease	Digestive system disease	marker/mechanism		12153990|21245496
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	IGF1	3479	Digestive system disease	Digestive system disease	marker/mechanism		23639586|25226513
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	IL11	3589	Digestive system disease	Digestive system disease	therapeutic		11421492
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	IL17A	3605	Digestive system disease	Digestive system disease	marker/mechanism		19633216|24949944
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	IL18	3606	Digestive system disease	Digestive system disease	marker/mechanism		19164858
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	IL1A	3552	Digestive system disease	Digestive system disease	therapeutic		8218930
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	IL1B	3553	Digestive system disease	Digestive system disease	marker/mechanism|therapeutic		19164858|28138970
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	IL1R2	7850	Digestive system disease	Digestive system disease	marker/mechanism		17984051
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	IL22	50616	Digestive system disease	Digestive system disease	therapeutic		15122762|16212920|23375450
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	IL4	3565	Digestive system disease	Digestive system disease	marker/mechanism|therapeutic		21094227|21735453|22107450
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	IL6	3569	Digestive system disease	Digestive system disease	therapeutic		15763341|7532385
d008107	Chemical and Drug Induced Liver Injury	MESH:D056486	IMMT	10989	Digestive system disease	Digestive system disease	marker/mechanism		25231249
